Components List
0	1	0	09010000	0	0	240	240	1224	1728	Image/Icon
1	2	0	008a8200	205	89	17	270	125929	125957	Hour no
2	2	0	008a8200	182	89	17	270	125929	125957	Hour no
3	3	0	018a8200	205	125	17	270	125929	125957	Minute no
4	3	0	018a8200	182	125	17	270	125929	125957	Minute no
5	4	0	108a8300	43	107	11	140	59328	59360	Heart Rate no
6	4	0	108a8300	32	107	11	140	59328	59360	Heart Rate no
7	4	0	108a8300	21	107	11	140	59328	59360	Heart Rate no
8	5	0	0e8a8500	55	128	11	140	59328	59360	Steps no
9	5	0	0e8a8500	44	128	11	140	59328	59360	Steps no
10	5	0	0e8a8500	33	128	11	140	59328	59360	Steps no
11	5	0	0e8a8500	22	128	11	140	59328	59360	Steps no
12	5	0	0e8a8500	11	128	11	140	59328	59360	Steps no
13	6	1	0d100a80	120	60	20	61	60900	61030	Analog hands
14	6	2	0d100a80	120	60	20	61	62250	62522	Analog hands
15	6	3	0d100a80	120	60	22	61	63742	64020	Analog hands
16	6	4	0d100a80	120	60	26	58	65362	65662	Analog hands
17	6	5	0d100a80	120	60	31	56	67170	67404	Analog hands
18	6	6	0d100a80	120	60	35	53	69140	69436	Analog hands
19	6	7	0d100a80	120	60	40	51	71291	71577	Analog hands
20	6	8	0d100a80	120	60	44	47	73617	73871	Analog hands
21	6	9	0d100a80	120	60	47	43	75939	76207	Analog hands
22	6	10	0d100a80	120	60	50	39	78228	78512	Analog hands
23	6	11	0d100a80	120	60	53	35	80462	80746	Analog hands
24	6	12	0d100a80	120	60	56	31	82601	82889	Analog hands
25	6	13	0d100a80	120	60	58	26	84625	84915	Analog hands
26	6	14	0d100a80	120	60	61	22	86423	86725	Analog hands
27	6	15	0d100a80	120	60	61	20	88067	88341	Analog hands
28	6	16	0d100a80	120	60	61	20	89561	89747	Analog hands
29	6	17	0d100980	120	180	17	68	90967	91011	Analog hands
30	6	18	0d100980	120	180	19	68	92167	92345	Analog hands
31	6	19	0d100980	120	180	29	66	93637	93841	Analog hands
32	6	20	0d100980	120	180	29	66	95755	95965	Analog hands
33	6	21	0d100980	120	180	35	64	97879	98067	Analog hands
34	6	22	0d100980	120	180	40	61	100307	100521	Analog hands
35	6	23	0d100980	120	180	45	58	102961	103163	Analog hands
36	6	24	0d100980	120	180	50	54	105773	105999	Analog hands
37	6	25	0d100980	120	180	54	50	108699	108859	Analog hands
38	6	26	0d100980	120	180	58	45	111559	111747	Analog hands
39	6	27	0d100980	120	180	61	40	114357	114565	Analog hands
40	6	28	0d100980	120	180	63	34	117005	117189	Analog hands
41	6	29	0d100980	120	180	66	29	119331	119535	Analog hands
42	6	30	0d100980	120	180	67	24	121449	121653	Analog hands
43	6	31	0d100980	120	180	68	19	123261	123437	Analog hands
44	6	32	0d100980	120	180	68	17	124729	124773	Analog hands
45	6	33	0d100280	120	120	10	10	130547	130549	Analog hands
46	6	34	0d100280	120	120	10	10	130547	130549	Analog hands
47	6	35	0d100280	120	120	10	10	130547	130549	Analog hands
48	6	36	0d100280	120	120	10	10	130547	130549	Analog hands
49	6	37	0d100280	120	120	10	10	130547	130549	Analog hands
50	6	38	0d100280	120	120	10	10	130547	130549	Analog hands
51	6	39	0d100280	120	120	10	10	130547	130549	Analog hands
52	6	40	0d100280	120	120	10	10	130547	130549	Analog hands
53	6	41	0d100280	120	120	10	10	130547	130549	Analog hands
54	6	42	0d100280	120	120	10	10	130547	130549	Analog hands
55	6	43	0d100280	120	120	10	10	130547	130549	Analog hands
56	6	44	0d100280	120	120	10	10	130547	130549	Analog hands
57	6	45	0d100280	120	120	10	10	130547	130549	Analog hands
58	6	46	0d100280	120	120	10	10	130547	130549	Analog hands
59	6	47	0d100280	120	120	10	10	130547	130549	Analog hands
60	6	48	0d100280	120	120	10	10	130547	130549	Analog hands
