Components List
0	1	0	09010000	9	71	225	97	2768	3098	Image/Icon
1	2	0	fd87000a	123	141	96	616	24923	25433	Animation
2	3	0	0e8a8500	98	108	10	160	85197	85229	Steps no
3	3	0	0e8a8500	85	108	10	160	85197	85229	Steps no
4	3	0	0e8a8500	72	108	10	160	85197	85229	Steps no
5	3	0	0e8a8500	59	108	10	160	85197	85229	Steps no
6	3	0	0e8a8500	46	108	10	160	85197	85229	Steps no
7	4	0	0f8a8400	175	108	10	160	85197	85229	Calories no
8	4	0	0f8a8400	162	108	10	160	85197	85229	Calories no
9	4	0	0f8a8400	149	108	10	160	85197	85229	Calories no
10	4	0	0f8a8400	136	108	10	160	85197	85229	Calories no
11	5	1	0c020082	34	160	32	15	94008	94042	Sleep label
12	5	2	0c020082	26	161	49	13	94522	94556	Sleep label
13	6	1	0c020082	49	179	13	14	88917	88949	Sleep label
14	6	2	0c020082	51	179	9	13	89131	89155	Sleep label
15	7	1	0c020082	86	179	14	14	89638	89670	Sleep label
16	7	2	0c020082	87	179	15	13	89866	89898	Sleep label
17	8	0	138a9200	39	178	10	160	85197	85229	Sleep no
18	8	0	138a9200	27	178	10	160	85197	85229	Sleep no
19	8	0	138a9200	75	178	10	160	85197	85229	Sleep no
20	8	0	138a9200	63	178	10	160	85197	85229	Sleep no
21	9	0	09010000	58	197	14	16	89292	89414	Image/Icon
22	10	0	09010000	91	211	2	4	89272	89284	Image/Icon
23	11	0	148a8200	108	197	10	160	85197	85229	Distance no
24	11	0	148a8200	96	197	10	160	85197	85229	Distance no
25	11	0	148a8100	78	197	10	160	85197	85229	Distance no
26	12	0	09010000	85	218	16	13	88651	88709	Image/Icon
27	13	0	108a8300	131	217	10	160	85197	85229	Heart Rate no
28	13	0	108a8300	119	217	10	160	85197	85229	Heart Rate no
29	13	0	108a8300	107	217	10	160	85197	85229	Heart Rate no
30	14	1	08820082	44	141	25	26	1344	1406	AM/PM label
31	14	2	08820082	44	141	25	26	2056	2118	AM/PM label
32	15	1	08820082	77	141	25	26	91516	91540	AM/PM label
33	15	2	08820082	77	141	25	26	92190	92214	AM/PM label
34	16	1	06870082	93	8	55	126	106838	106872	Weekday label
35	16	2	06870082	98	8	44	119	113802	113836	Weekday label
36	17	0	09010000	117	39	6	24	96224	96250	Image/Icon
37	18	0	008a8200	79	29	24	430	96394	96452	Hour no
38	18	0	008a8200	50	29	24	430	96394	96452	Hour no
39	19	0	018a8200	166	29	24	430	96394	96452	Minute no
40	19	0	018a8200	137	29	24	430	96394	96452	Minute no
41	20	0	09010000	172	85	6	3	86829	86843	Image/Icon
42	21	0	09010000	139	85	6	3	86829	86843	Image/Icon
43	22	0	078a8400	127	80	9	140	86861	86893	Year no -
44	22	0	078a8400	115	80	9	140	86861	86893	Year no -
45	22	0	078a8400	103	80	9	140	86861	86893	Year no -
46	22	0	078a8400	91	80	9	140	86861	86893	Year no -
47	23	0	038a8200	160	80	9	140	86861	86893	Month no
48	23	0	038a8200	148	80	9	140	86861	86893	Month no
49	24	0	028a8200	193	80	9	140	86861	86893	Date no
50	24	0	028a8200	181	80	9	140	86861	86893	Date no
51	25	0	16060000	60	74	9	2	25742	0	Weather no
52	25	0	16060000	48	74	9	2	25742	0	Weather no
53	25	0	168ac200	60	80	9	140	86861	86893	Weather no
54	25	0	168ac200	48	80	9	140	86861	86893	Weather no
55	25	0	16018000	72	80	6	6	106772	106802	Weather no
56	25	0	16002000	42	74	5	2	25742	0	Weather no
57	26	0	170a0000	0	0	0	0	0	0	Weather label
58	26	0	17090000	20	61	26	18	84569	84729	Weather label
59	26	0	17090000	24	61	18	18	95772	95900	Weather label
60	26	0	17090000	23	61	21	19	95193	95373	Weather label
61	26	0	17090000	23	61	21	18	92864	93006	Weather label
62	26	0	17090000	20	61	26	18	90896	91048	Weather label
63	26	0	17090000	21	62	24	17	93384	93600	Weather label
64	26	0	17090000	21	61	25	18	119072	119336	Weather label
65	26	0	17090000	23	62	20	17	88153	88311	Weather label
66	26	0	17090000	21	63	25	15	90093	90521	Weather label
