Components List
0	1	0	09010000	0	0	240	240	404	912	Image/Icon
1	2	0	008a8200	82	69	68	930	59582	60090	Hour no
2	2	0	008a8200	14	69	68	930	59582	60090	Hour no
3	3	0	018a8200	188	93	34	440	123330	123836	Minute no
4	3	0	018a8200	154	93	34	440	123330	123836	Minute no
5	4	0	038a8200	108	211	7	130	58512	58546	Month no
6	4	0	038a8200	99	211	7	130	58512	58546	Month no
7	5	0	028a8200	133	211	7	130	58512	58546	Date no
8	5	0	028a8200	124	211	7	130	58512	58546	Date no
9	6	0	09010000	116	212	7	14	59456	59484	Image/Icon
10	7	0	0b8a0300	67	189	7	130	58512	58546	Battery no
11	7	0	0b8a0300	58	189	7	130	58512	58546	Battery no
12	7	0	0b8a0300	49	189	7	130	58512	58546	Battery no
13	8	0	0e8a8500	195	189	7	130	58512	58546	Steps no
14	8	0	0e8a8500	186	189	7	130	58512	58546	Steps no
15	8	0	0e8a8500	177	189	7	130	58512	58546	Steps no
16	8	0	0e8a8500	168	189	7	130	58512	58546	Steps no
17	8	0	0e8a8500	159	189	7	130	58512	58546	Steps no
18	9	1	06870082	96	23	48	112	138796	138830	Weekday label
19	9	2	06870082	74	23	92	119	144206	144240	Weekday label
